Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Benin,BEN,8.97613436064657,5.85771420543269,4.811223315688,7.19143372144946,6.35767909791932,1.77815106030278,3.33967342629693,5.67155546944753,6.69725946087986,6.86568733550151,3.84879240030133,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bermuda,BMU,0.0192122958719239,9.31715641086083,-5.30529910675297,-0.279708545423034,-3.70106759364258,0.775529699568978,-0.657206304259205,3.61141983706115,-0.432801300339307,0.45988994302148,-6.34408024589787,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,10.3831179114785,3.35506828474021,5.11840085800534,2.11997263298215,5.77649568013724,6.64223210535566,8.1270335383894,4.65183467529606,3.05512983672538,5.75516999517272,-10.0763411241337,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,4.6357859096007,2.50780755336397,5.12227576725965,6.79601124124112,5.46056967606722,4.85718723248496,4.26392083751466,4.1952063010676,4.22362351118875,2.21670577750376,-8.82949361965127,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bosnia and Herzegovina,BIH,..,12.7654694578883,-0.821836474216894,2.3498566632458,1.15385109200403,3.08916415179439,3.14980691561182,3.17143487487128,3.74007109201324,2.83100260259697,-3.19695013403583,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Botswana,BWA,6.77282194932545,1.98769585438751,4.4561444705963,11.3433969713494,4.14926225520414,-5.71768255706327,7.03689695063241,4.003449739749,3.98039539042554,2.99273763533627,-8.49289351078259,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,-4.35000000000022,4.38794944364869,1.92117598509462,3.0048226702888,0.503955740273241,-3.54576339347278,-3.2759169063211,1.32286905390815,1.78366676137003,1.41115298506995,-4.05904827267271,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,1.08942053548758,2.84942185782727,0.912841670964411,-2.12602851740175,-2.50835256644561,-0.392383749502031,-2.47791771833224,1.32860255161715,0.0522377907767719,3.86910986506845,1.13357335070793,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,-9.117377096533,4.58722534164882,0.754930385981893,-0.56049396557782,0.96686903234496,3.42805491352132,3.03982527630795,2.76217095961262,2.68457613091411,4.03759208211947,-4.38714983385256,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,-0.602928480009965,1.88847388906525,6.45267237953146,5.79258484509867,4.32684561452976,3.9212287937935,5.95797670754024,6.20348941121868,6.60456906812341,5.68811514943657,1.93032488957256,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,3.49982214003701,-0.856864058424151,4.44670822214543,4.9241952612883,4.24065164368079,-3.9000030859375,-0.600020000546493,0.500009998779461,1.60993308234522,1.84247667669987,0.297577119233125,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,0.692171874341213,14.2848688321225,1.08191827877127,0.802797600574223,0.611212666207877,1.00686370684559,4.70579150927118,3.70203918776542,4.53116168434889,5.66775246034304,-14.7834050101145,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,..,9.9935803216182,7.31334550530008,7.35666514887971,7.14257110074297,6.96579781454312,6.93331397294972,6.99690369938479,7.469169206999,7.05410693233065,-3.1475890983283,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,-6.10569764608277,3.83241779532237,4.62597871941652,4.99552915947218,5.71981814402645,5.66695299105416,4.53579423569734,3.54117654926007,3.9555142403664,3.47505997865608,0.491914742161129,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,..,4.91776274356224,1.76222254945881,2.3291225062102,2.87003607545671,0.659176863558869,1.00139441390405,3.03988022528195,2.77704055379553,1.87959202770178,-5.23302430280606,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,..,..,1.22975365701149,1.27933101999021,2.65452798451271,2.8331222262961,3.23997688772937,3.18404337595337,4.19434090986198,3.81710040387819,-6.73028742811069,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,-2.14752806574087,-2.48943244028874,5.05376125356918,-36.3919770983887,0.0810705153264877,4.33712103020231,4.75031684122342,4.52727821346231,3.78944359275462,3,0.829010003307488,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,-4.17847237277677,-0.879681025444839,8.88257607170316,5.70000136285864,6.89998504532166,2.76767568484473,-6.25552708545281,-2.98869598553931,2.37403780037786,3.24718191743429,-0.947304885424217,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,..,5.82664146877514,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,3.33356547272084,5.32693841919777,5.31862800043552,4.04500429814718,1.76673978363932,2.30376703612379,1.71108928867041,1.18454470657974,3.71385917709956,0.942005306544473,-5.77150166878876,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,3.92025136776569,8.49009340575191,7.86373644866194,7.766150097539,7.42576365645755,7.04132887865481,6.84876220503246,6.94720079327288,6.74977383247717,5.94971423273162,2.3475135727457,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,4.28199833207572,2.92486148314592,3.91263576716115,5.13399351995672,4.49903000110972,2.95590137527523,2.08738250162794,1.35936086788746,2.56432428277704,3.28111680452643,-6.79575810693639,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,5.09123641339696,10.847878616072,3.2002729031888,4.49987421530828,2.10000643830286,1.11614058271805,3.3206800249451,3.81570211280726,3.64252501914828,1.75532827980625,-0.128835487587722,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",COD,-6.56831069464246,-6.91092731652101,7.08689894671942,8.48195663608755,9.47028809714084,6.91616712035345,2.39939891413687,3.72694765333267,5.82112109989339,4.38452888103882,1.7354227636007,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,1.00000356694392,7.5759803952642,9.9471531408645,-0.712434450529827,6.71667933273281,-3.55058176538323,-10.7832382686521,-4.38253094681009,-4.80535155732963,-0.0868859566422202,-7.94444567858203,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,3.55306336479569,3.86871808838076,4.8825923686673,2.49476610781217,3.54210987752421,3.65208096794373,4.20432325178332,4.15769896287743,2.61590440443709,2.25631507916432,-4.06367653504677,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,-1.0959084111546,-0.265789463930574,7.62041176266106,10.7602131317607,9.37199994218834,7.1940906452612,7.17920782392478,7.35963808821695,6.89028431967284,6.23170951305083,1.95833247878154,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,..,2.89550050635646,-2.27570664617892,-0.363117372360719,-0.345947047665945,2.5256884203654,3.53243223207443,3.41409225965485,2.90000959900429,3.48194560339674,-8.09976125177539,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,-2.94856494522188,5.9147601740486,3.01490028898772,2.74760256257211,1.04757663187654,4.43814195922121,0.513761467889907,1.80905439941586,2.24848039303581,-0.164839982463832,-10.9483409741617,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,..,..,-0.138917069202421,-0.794106769063816,-1.13883862149056,0.278694930595208,-0.986569701304816,-1.73976542028957,-2.16613107776222,-3.39999992661213,-18.4,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,7.40399950603849,5.96531031488554,-3.44682208589713,-6.55307825499119,-1.82930910922002,3.38307971194378,6.45455446625895,5.85254035493243,5.69284172448825,5.28318739627791,-5.2289880999943,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czech Republic,CZE,..,4.00102863502944,-0.785004299003617,-0.0459036735515213,2.26210289708078,5.38838083815307,2.5372845203138,5.16872430413071,3.19865610131447,3.02947825716996,-5.79781387689806,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,1.4752442765041,3.74686259540198,0.226499791802965,0.933340972371226,1.61939381103033,2.34259110757047,3.24595698524399,2.82173634129026,1.98953731496432,2.11466420842453,-2.06212495876164,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,..,..,..,..,7.06154324233921,7.69608557567065,6.65265037178067,5.40309984307834,8.40766266610518,7.77049725726383,0.499999999999986,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,5.41798356699523,2.3402193206939,-1.05900024335187,-0.99994063117542,4.44794736481393,-2.69110892388451,2.55649491313986,-6.79942797028076,2.21430524078696,7.57139159692866,-16.6049115377829,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,-5.45431239470214,4.6617622800146,2.71736789670562,4.87520509332271,7.05046368965911,6.9270187716221,6.65920026269582,4.66670467732366,6.98252758458058,5.05216802016253,-6.72023937283404,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,3.67991405278418,1.0918015643576,5.641962066712,4.94651126690626,3.78886854920833,0.0988726083462694,-1.22638398463879,2.36838652633651,1.28929193290502,0.0121051028476558,-7.75012337710913,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,5.66702915073418,6.37000383423162,2.22619979662137,2.18546605471226,2.91591187883586,4.37201907940117,4.34664345337812,4.18122100091018,5.31412103746398,5.55768388791593,3.5696694750486,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,4.83290057793786,1.12790697674419,2.81550182179528,2.23214285714286,1.71070994462703,2.39897313327137,2.54592608601685,2.2466700387793,2.43228758708827,2.38258139815673,-8.5813121584968,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,-1.75856408404935,18.2137799569674,8.31287184445641,-4.13319850131583,0.415066301596866,-9.11004114881537,-8.81641723219757,-5.66750295706352,-6.23655098228059,-5.97893690507988,-4.89335647440198,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,..,-3.14198590251638,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,..,10.0876344406951,3.22820049358981,1.45842863615992,3.01136658651455,1.85302004629342,3.15556481438308,5.79204467466494,4.13381979831833,4.09634264397782,-2.95106931268964,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eswatini,SWZ,21.0180005361395,1.76017376022224,5.39663069666727,3.86121379766622,0.923230547144357,2.22748067532406,1.06261019342853,2.0265781557498,2.37161052114132,2.61303529001997,-1.85052471016712,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,2.72645178301016,6.07321747957957,8.64781163337416,10.5822700482672,10.2574929610051,10.3924630202334,9.43348265784402,9.56418964295607,6.81614779681703,8.3640856990789,6.05661779202561,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,5.80000271926605,-1.69999841605511,1.41131438177968,4.73421948956532,5.6035148874531,4.50119939222793,2.44565200769968,5.35336493706966,3.81235097047221,-0.445563043622684,-15.7118039805906,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,0.670275844289762,5.7733624584817,-1.39754572817782,-0.901696316194844,-0.364908156882066,0.543659211765487,2.81145776663433,3.19240962968416,1.14194750876192,1.22075414302529,-2.80013589086919,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,2.92393508123074,3.92366922704063,0.313134751077172,0.576326674771792,0.956183052371557,1.1129123405747,1.09546440372048,2.29141999417021,1.86506607081999,1.84297181445896,-7.85525603703762,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,2.20000012757878,4.00000035949274,..,..,..,..,2.30219823670438,4.29263363103487,3.26774108990988,2.97002491067693,-7.59987555401415,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,5.19223727652398,-1.88296639760897,5.25107691750407,5.63869900338696,4.31496444107469,3.8788993950789,2.09144220829562,0.472642030911146,0.83791658082157,3.92080879452831,-1.83776092953785,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,3.55887936867596,5.50000021632955,5.24156924630741,2.872768790327,-1.40738249510954,4.0580738039996,1.94335965478776,4.8226112492757,7.23489033258579,6.15363194960554,-0.215576043106495,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,-14.7882259000602,1.83834106614221,6.3690083063386,3.62130535196276,4.43192482309078,3.02220738019703,2.90643878002064,4.84260322496586,4.84291988506627,4.98235047511106,-6.76043981705519,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,5.25500608278011,2.91250296366708,0.418497594217598,0.437591303144671,2.20954343134872,1.49193152760772,2.22999986782015,2.68023111405891,1.08602451412267,1.05550824713283,-4.56961671737398,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,3.3288178832204,3.70000008164408,9.2927894063005,7.31252501678145,2.85624016330883,2.12075933817334,3.37346574966936,8.12889488100956,6.20007768127284,6.5077747939152,0.414443457624131,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,0,3.91977090463944,-7.08669678638024,-2.51599722189651,0.475695947137041,-0.196087629724133,-0.487173294301954,1.09214912017283,1.66842863602514,1.80359525615141,-9.01912908499726,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,-11.7195329842899,7.10159688181619,1.39419335955625,-1.29828069335511,4.7421356730152,-2.52931802394475,4.68195410972302,0.0527281828800312,1.84584800939267,1.67877330992789,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,4.01261190237577,4.88795213650562,-1.15514373468322,2.35141877347161,7.34407652185287,6.44314373327768,3.73965138773251,4.43867566948151,4.29940539240303,0.735582700454373,-13.7077306813298,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,..,..,2.13385063045585,1.69040835707501,1.79305192379529,0.825688073394488,0.18198362147406,0.890099909173486,-0.720201656463814,2.53899165759883,-11.8500176865936,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,3.10256318046585,3.6088687174876,2.97470856847661,3.69481919881751,4.44397758285268,4.09217081621244,2.67780255532826,3.07985149125689,3.32209799734959,3.866856574905,-1.51932802919289,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,4.32406275371824,2.50306056156042,5.91528888360099,3.94568380482001,3.69654184325657,3.82592166670138,10.8206214375736,10.3000004937957,6.35849192736175,5.64617556842045,6.98855997080146,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,6.09999998640174,5.42698736686769,-1.71268301181074,3.25590426517695,0.96456075098132,6.13408294113292,6.26280563780463,5.91917662586047,1.28373670309465,4.49999999151316,-2.39999999921721,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,-3.06748466257655,-1.36380390261873,5.38362346872985,3.65350476800678,1.68602773214108,0.687521210092171,3.8079188370272,3.73437406053053,4.44101358934772,5.35262742597216,43.4795559399402,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,1.03812280103132,0.870059252893924,0.502424403581585,4.32478411472874,1.72256560196277,2.5625088349003,1.81246807847532,2.51027134544685,1.66781095484656,-1.68459508133022,-3.34337261175989,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,2.79174894892149,7.29128815869618,4.12868774866939,2.79155975746801,3.0580805621437,3.84007997093951,3.89297219726413,4.84291391050387,3.84499476966735,2.65306625480355,-8.96476018404584,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,3.83052993685524,7.6634621034283,1.70032521812904,3.1015467658996,2.76237659497929,2.38780231562711,2.16949438778281,3.79100598597371,2.84644793882873,-1.6797561695559,-6.08146778412127,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,..,4.47919380865247,-1.25774950712596,1.80636392809276,4.22372553891338,3.70325993580269,2.19196036930391,4.26855741926617,5.35949648949985,4.55406307213036,-4.67568699324362,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,..,4.98504277020335,1.06363660743763,4.55246032015108,1.68721501750639,4.43666371937172,6.30368710650176,4.19494882908376,4.89218073132504,2.43482300037417,-6.50391225040894,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,5.53345456306511,3.84099115681285,5.45638875297365,6.38610640094825,7.41022760508854,7.99625378571471,8.25630550179086,6.79538341897911,6.53298901139763,4.0415541865323,-7.25175478178826,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,7.24213163856464,4.9200677470169,6.03005065305615,5.5572636889101,5.006668425755,4.87632230022123,5.03306918280177,5.06978590134916,5.17429153955024,5.01815971508286,-2.06954349906437,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,13.8381567551059,5.80889885279676,-7.44455702975874,-0.194073471015827,4.60341887988656,-1.32064511973016,13.3962426157509,3.75519645191902,-6.02597180315718,-6.78422367041092,3.38826166523735,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,57.8178283456035,16.9216656853992,13.9364301737537,7.62857118471159,0.197016710359037,4.72286401884131,13.7873730187089,-1.81975035118309,2.63385099105624,5.95732750325479,-15.6730927866074,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,8.46652828559868,9.39941800586617,-0.0523547853082533,1.26701466133446,8.71369780843101,25.176245193701,2.04223252701499,8.940012771816,9.03016110018034,4.91700697830244,5.86697550911293,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMN,4.1869768155689,5.30000152552805,7.30375730215189,4.1417185506714,5.15530308762963,-0.385798408302321,6.95231147466393,4.68881118740123,2.21340399216221,0.254861320470297,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,..,8.89227448602996,2.82299620463245,4.77720234875498,4.12474686061435,2.27967941916557,4.46275381784649,4.37704442820299,3.98342459356549,3.77358980957163,-2.15342848939964,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,1.98577494287171,3.78695514323979,-2.98090576823772,-1.84106545088248,-0.00454754236383792,0.778304350716581,1.29346273155907,1.66785904106857,0.925810941012742,0.410278293983012,-8.93859250023444,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,4.2005351147029,0.87870354796236,-0.613636039869121,0.5176860128024,0.689822357374339,0.92148712538031,1.37522306445538,0.997123062335191,1.88992368121086,0.892291653822227,-10,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,4.89271306566152,2.76464755143648,1.37475099920874,2.0051001767726,0.296205514142628,1.56062669674904,0.753826745903538,1.67533175166503,0.558851275379695,0.270304645083556,-4.58550828070608,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,-0.275903906111026,4.24571234401554,2.42935800100238,2.60994737548631,3.38407809933472,2.49652879315188,1.9941808493012,2.08711455126291,1.93409170141707,1.95546635784412,-1.55138446553204,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,..,9.80000000214156,4.79999999999275,5.99999999925561,4.20000000063038,1.19999999976802,1.09999999990164,4.10000000033854,4.09999999987123,4.50000000008481,-2.5,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,4.19205097421596,0.599695391613636,4.56867961444982,3.7978483925754,5.02011100232484,4.96772112759767,4.21351706814744,3.81550642712519,5.62910144021626,4.98113262830462,-0.316182728955951,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,-0.869565217391298,6.25,4.7136454020818,4.21485108661747,-0.697737742623588,10.4048637576282,5.13771924490207,0.889757537282748,3.77595428627548,3.92644543807539,-1.94755664673815,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,9.8775525016936,9.06083332508534,2.40253099246186,3.16470863647184,3.2024537945736,2.80910326824133,2.94688171508626,3.15963574012777,2.90740377377135,2.24397786011012,-0.852031428863825,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,XKX,..,..,1.71219517419465,5.34090817463415,3.34880431106879,5.91627044351361,5.57175650727449,4.8256904268714,3.40663100837845,4.7568306194579,-5.34027530229791,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kuwait,KWT,..,4.69458187079211,6.62581830014173,1.14930043706521,0.500876982158658,0.593019617221231,2.92586822591576,-4.71210620851997,1.24612940824558,0.427463940207701,-8.6852616529353,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kyrgyz Republic,KGZ,5.70279663523449,5.44333663314045,-0.0881502010106345,10.9154694543144,4.02403862576861,3.87582544821402,4.33585591715968,4.73993722539466,3.75791012480484,4.60062566646762,-8.61655103130452,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lao PDR,LAO,6.70457868738686,5.79878232615873,8.02609843404085,8.02630022637751,7.61196344074379,7.27006584339864,7.02283625501138,6.8925308726989,6.24796000755872,5.4577350924848,0.503031829708618,..
